Customer ID,Recency,Frequency,Monetary,Total Orders,Average Price
12346,0.7491378410043751,-0.3055037318061155,-0.005997017352529756,-0.3055037318061155,4.146301062605975
12608,-0.5309459282444867,-0.43060656470136754,-0.4469817461412552,-0.43060656470136754,-0.855290976655305
12745,0.3087890243827666,-0.41273473143061723,-0.4356670694730513,-0.41273473143061723,-0.922181569277644
12746,0.8617852126982749,-0.4008201759167837,-0.3590053406914497,-0.4008201759167837,0.9801761537905695
12747,-0.8893693836341681,0.30213859939939436,0.6630551559728303,0.30213859939939436,1.116461264962287
12748,-0.9303320642501316,13.580910719566859,11.0580068247509,13.580910719566859,-0.6580310588786369
12749,-0.5821492790144412,0.07576204463655736,0.25117215912308694,0.07576204463655736,0.7030341462217322
12777,0.011809589917030678,-0.37699106488911666,-0.37111108585552377,-0.37699106488911666,-0.04902044058246544
12819,0.022050260071021573,-0.4246492869444508,-0.42464005407607297,-0.4246492869444508,-0.20158745784607998
12820,-0.602630619322423,-0.01359712171719409,-0.11281523606760697,-0.01359712171719409,-0.7338571125543283
12821,1.5888727936316285,-0.4603929534859514,-0.46162849920115473,-0.4603929534859514,-0.33026497774457375
12823,0.7184158305424024,-0.47826478675670164,-0.4397902143606171,-0.47826478675670164,4.256518516358692
12825,0.6672124797724479,-0.4067774536737005,-0.37880602486080645,-0.4067774536737005,0.6392957022500889
12826,-0.9303320642501316,-0.07912717704327848,-0.15402271317066302,-0.07912717704327848,-0.6613532229175205
12829,0.9641919142381838,-0.47826478675670164,-0.46793307539551404,-0.47826478675670164,0.9100885843149567
12831,0.07325361084097605,-0.43656384245828433,-0.44913920567544663,-0.43656384245828433,-0.7550932914255609
12835,-0.29541051470269614,3.0544009230949394,4.47976887436566,3.0544009230949394,0.9843340099714619
12836,-0.6845559805543502,0.689361653598984,0.9912047511233448,0.689361653598984,0.5643288306889729
12837,1.158764647164011,-0.09104173255711202,-0.023712157305501528,-0.09104173255711202,0.3042230757927062
12838,-0.8484067030182044,1.1599865963954084,0.9058892124323753,1.1599865963954084,-0.5857343118600029
12839,-0.9098507239421498,0.9812682636879054,0.6541856001100435,0.9812682636879054,-0.7776304857684706
12840,-0.19300381316278722,-0.15061451012627966,-0.1824532354767855,-0.15061451012627966,-0.4182217634979742
12841,-0.8893693836341681,0.9455245971464049,0.8536786917049431,0.9455245971464049,-0.33268476128801044
12842,-0.5309459282444867,-0.43060656470136754,-0.42996178759374515,-0.43060656470136754,-0.1806841476515987
12843,-0.7562406716322865,-0.019554399474110855,-0.01611310539062728,-0.019554399474110855,-0.13824409362037962
12844,-0.14180046239283275,-0.21614456545236405,-0.08750104419976103,-0.21614456545236405,1.110570332089298
12847,-0.705037320862332,-0.3233755650768658,-0.40517497472314595,-0.3233755650768658,-1.4694682361876927
12848,2.2442756834870456,-0.4246492869444508,-0.4127021113202138,-0.4246492869444508,0.23518940132251687
12849,-0.7664813417862774,-0.0612553437725282,0.05215850298022994,-0.0612553437725282,0.5697292804849181
12851,0.21662299299684856,-0.33529012059069935,-0.3232873995142807,-0.33529012059069935,0.02970631209804775
12853,-0.29541051470269614,-0.13869995461244614,-0.09148035845171407,-0.13869995461244614,0.2070083938838953
12854,1.0768392859320837,0.3438395436978117,0.33773422998936703,0.3438395436978117,-0.17533118729449748
12855,-0.8586473731721954,-0.13274267685552937,-0.1713063612167965,-0.13274267685552937,-0.4568407823323525
12857,-0.2032444833167781,-0.11487084358477907,-0.08368953235602285,-0.11487084358477907,0.06767056577793464
12858,-0.7460000014782955,-0.2876318985353652,-0.2573170813132276,-0.2876318985353652,0.23168115345770848
12859,0.022050260071021573,-0.38294834264603345,-0.3848948551017467,-0.38294834264603345,-0.23009197174764492
12860,2.4286077462588818,-0.418692009187534,-0.45064942734938057,-0.418692009187534,-1.2839445714226494
12861,1.6707981548635555,-0.48422206451361843,-0.4737102725926266,-0.48422206451361843,1.292049070595928
12862,-0.31589185501067796,0.2187367108025597,0.20452308963934815,0.2187367108025597,-0.21157581643638027
12863,-0.7869626820942591,-0.33529012059069935,-0.3537315507189818,-0.33529012059069935,-0.48744701154463244
12864,0.5340837677705663,-0.49613662002745196,-0.49840119837281727,-0.49613662002745196,-1.9004564863793563
12867,-0.602630619322423,2.5420750360000977,1.1884205243210424,2.5420750360000977,-1.4114283602105884
12868,-0.8484067030182044,-0.26976006526461493,-0.23938619540683673,-0.26976006526461493,0.20303046256177645
12869,2.305719704410991,-0.2876318985353652,-0.30274359039425797,-0.2876318985353652,-0.3684972225808
12870,-0.8279253627102227,-0.025511677231027617,-0.06779624712081275,-0.025511677231027617,-0.4099554544665204
12872,-0.9303320642501316,1.594867872650332,1.5096422771895421,1.594867872650332,-0.26721262280581953
12873,-0.602630619322423,-0.3591192316183664,-0.3105823600351535,-0.3591192316183664,0.7837185726846849
12877,-0.5616679387064595,0.2008648775318094,0.07634602153577594,0.2008648775318094,-0.6577563057419732
12880,-0.7664813417862774,-0.293589176292282,-0.14620791530236968,-0.293589176292282,1.8334719517890836
12887,-0.7460000014782955,-0.43656384245828433,-0.41929434878579863,-0.43656384245828433,0.5353837924816562
12889,-0.7664813417862774,-0.3889056204029502,-0.3265715323607721,-0.3889056204029502,1.374862184667843
12890,-0.705037320862332,-0.18040089891086347,-0.2581081498090978,-0.18040089891086347,-0.8470563393059637
12892,-0.6128712894764139,-0.4008201759167837,-0.3817066093456638,-0.4008201759167837,0.3450285146192261
12894,1.2202086680879562,-0.39486289815986697,-0.32604415336352527,-0.39486289815986697,1.630936069203423
12897,-0.7664813417862774,-0.4544356757290346,-0.42372912671719215,-0.4544356757290346,1.5913464665623611
12898,2.0804249610231915,-0.3531619538614496,-0.36988852545281525,-0.3531619538614496,-0.4952979690878062
12899,-0.43877989685856866,-0.43060656470136754,-0.42085251400493695,-0.43060656470136754,0.1803730284348915
12900,-0.34661386547265066,-0.43656384245828433,-0.43890325877433845,-0.43656384245828433,-0.31249593011762383
12903,-0.28516984454870525,-0.2578455097507814,-0.2763266969867142,-0.2578455097507814,-0.38095732581202574
12905,1.2304493382419472,-0.23997367648003112,-0.24688936023130242,-0.23997367648003112,-0.24019811758547244
12907,-0.6231119596304048,-0.38294834264603345,-0.36245727594615595,-0.38294834264603345,0.30351252848965254
12909,-0.32613252516466884,-0.15061451012627966,-0.2248113576647436,-0.15061451012627966,-0.7596961774916382
12910,-0.7869626820942591,-0.22805912096619757,-0.2754157696278334,-0.22805912096619757,-0.6544374308735522
